time(s)	cellId	rnti	lcid	packetSize
0.312386	3	2	3	58
0.312386	3	2	3	58
0.312386	3	2	3	58
0.312386	3	2	3	58
0.312386	3	2	3	58
0.312386	3	2	3	58
0.313386	1	2	3	58
0.313386	1	2	3	58
0.313386	1	2	3	58
0.313386	1	2	3	58
0.313386	1	2	3	58
0.313386	1	2	3	58
0.313386	1	2	3	58
0.313386	1	2	3	58
0.313386	1	2	3	58
0.313386	3	2	3	58
0.313386	3	2	3	58
0.313386	3	2	3	58
0.313386	3	2	3	58
0.313386	3	2	3	58
0.313386	3	2	3	58
0.313386	3	2	3	58
0.313386	3	2	3	58
0.313386	3	2	3	58
0.314386	1	2	3	58
0.314386	1	2	3	58
0.314386	1	2	3	58
0.314386	1	2	3	58
0.314386	1	2	3	58
0.314386	1	2	3	58
0.314386	1	2	3	58
0.314386	1	2	3	58
0.314386	1	2	3	58
0.314386	3	2	3	58
0.314386	3	2	3	58
0.314386	3	2	3	58
0.314386	3	2	3	58
0.314386	3	2	3	58
0.314386	3	2	3	58
0.314386	3	2	3	58
0.314386	3	2	3	58
0.314386	3	2	3	58
0.315386	1	2	3	58
0.315386	1	2	3	58
0.315386	1	2	3	58
0.315386	1	2	3	58
0.315386	1	2	3	58
0.315386	1	2	3	58
0.315386	1	2	3	58
0.315386	1	2	3	58
0.315386	1	2	3	58
0.315386	3	2	3	58
0.315386	3	2	3	58
0.315386	3	2	3	58
0.315386	3	2	3	58
0.315386	3	2	3	58
0.315386	3	2	3	58
0.315386	3	2	3	58
0.315386	3	2	3	58
0.315386	3	2	3	58
0.316386	1	2	3	58
0.316386	1	2	3	58
0.316386	1	2	3	58
0.316386	1	2	3	58
0.316386	1	2	3	58
0.316386	1	2	3	58
0.316386	1	2	3	58
0.316386	1	2	3	58
0.316386	1	2	3	58
0.316386	3	2	3	58
0.316386	3	2	3	58
0.316386	3	2	3	58
0.316386	3	2	3	58
0.316386	3	2	3	58
0.316386	3	2	3	58
0.316386	3	2	3	58
0.316386	3	2	3	58
0.316386	3	2	3	58
0.317386	1	2	3	58
0.317386	1	2	3	58
0.317386	1	2	3	58
0.317386	1	2	3	58
0.317386	1	2	3	58
0.317386	1	2	3	58
0.317386	1	2	3	58
0.317386	1	2	3	58
0.317386	1	2	3	58
0.317386	3	2	3	58
0.317386	3	2	3	58
0.317386	3	2	3	58
0.317386	3	2	3	58
0.317386	3	2	3	58
0.317386	3	2	3	58
0.317386	3	2	3	58
0.317386	3	2	3	58
0.317386	3	2	3	58
0.318386	1	2	3	58
0.318386	1	2	3	58
0.318386	1	2	3	58
0.318386	1	2	3	58
0.318386	1	2	3	58
0.318386	1	2	3	58
0.318386	1	2	3	58
0.318386	1	2	3	58
0.318386	1	2	3	58
0.318386	3	2	3	58
0.318386	3	2	3	58
0.318386	3	2	3	58
0.318386	3	2	3	58
0.318386	3	2	3	58
0.318386	3	2	3	58
0.318386	3	2	3	58
0.318386	3	2	3	58
0.318386	3	2	3	58
0.319386	1	2	3	58
0.319386	1	2	3	58
0.319386	1	2	3	58
0.319386	1	2	3	58
0.319386	1	2	3	58
0.319386	1	2	3	58
0.319386	1	2	3	58
0.319386	1	2	3	58
0.319386	1	2	3	58
0.319386	3	2	3	58
0.319386	3	2	3	58
0.319386	3	2	3	58
0.319386	3	2	3	58
0.319386	3	2	3	58
0.319386	3	2	3	58
0.319386	3	2	3	58
0.319386	3	2	3	58
0.319386	3	2	3	58
0.320386	1	2	3	58
0.320386	1	2	3	58
0.320386	1	2	3	58
0.320386	1	2	3	58
0.320386	1	2	3	58
0.320386	1	2	3	58
0.320386	1	2	3	58
0.320386	1	2	3	58
0.320386	1	2	3	58
0.320386	3	2	3	58
0.320386	3	2	3	58
0.320386	3	2	3	58
0.320386	3	2	3	58
0.320386	3	2	3	58
0.320386	3	2	3	58
0.320386	3	2	3	58
0.320386	3	2	3	58
0.320386	3	2	3	58
0.321386	1	2	3	58
0.321386	1	2	3	58
0.321386	1	2	3	58
0.321386	1	2	3	58
0.321386	1	2	3	58
0.321386	1	2	3	58
0.321386	1	2	3	58
0.321386	1	2	3	58
0.321386	1	2	3	58
0.321386	3	2	3	58
0.321386	3	2	3	58
0.321386	3	2	3	58
0.321386	3	2	3	58
0.321386	3	2	3	58
0.321386	3	2	3	58
0.321386	3	2	3	58
0.321386	3	2	3	58
0.321386	3	2	3	58
0.322386	1	2	3	58
0.322386	1	2	3	58
0.322386	1	2	3	58
0.322386	1	2	3	58
0.322386	1	2	3	58
0.322386	1	2	3	58
0.322386	1	2	3	58
0.322386	1	2	3	58
0.322386	1	2	3	58
0.322386	3	2	3	58
0.322386	3	2	3	58
0.322386	3	2	3	58
0.322386	3	2	3	58
0.322386	3	2	3	58
0.322386	3	2	3	58
0.322386	3	2	3	58
0.322386	3	2	3	58
0.322386	3	2	3	58
0.323386	1	2	3	58
0.323386	1	2	3	58
0.323386	1	2	3	58
0.323386	1	2	3	58
0.323386	1	2	3	58
0.323386	1	2	3	58
0.323386	1	2	3	58
0.323386	1	2	3	58
0.323386	1	2	3	58
0.323386	3	2	3	58
0.323386	3	2	3	58
0.323386	3	2	3	58
0.323386	3	2	3	58
0.323386	3	2	3	58
0.323386	3	2	3	58
0.323386	3	2	3	58
0.323386	3	2	3	58
0.323386	3	2	3	58
0.324386	1	2	3	58
0.324386	1	2	3	58
0.324386	1	2	3	58
0.324386	1	2	3	58
0.324386	1	2	3	58
0.324386	1	2	3	58
0.324386	1	2	3	58
0.324386	1	2	3	58
0.324386	1	2	3	58
0.324386	3	2	3	58
0.324386	3	2	3	58
0.324386	3	2	3	58
0.324386	3	2	3	58
0.324386	3	2	3	58
0.324386	3	2	3	58
0.324386	3	2	3	58
0.324386	3	2	3	58
0.324386	3	2	3	58
0.325386	1	2	3	58
0.325386	1	2	3	58
0.325386	1	2	3	58
0.325386	1	2	3	58
0.325386	1	2	3	58
0.325386	1	2	3	58
0.325386	1	2	3	58
0.325386	1	2	3	58
0.325386	1	2	3	58
0.325386	3	2	3	58
0.325386	3	2	3	58
0.325386	3	2	3	58
0.325386	3	2	3	58
0.325386	3	2	3	58
0.325386	3	2	3	58
0.325386	3	2	3	58
0.325386	3	2	3	58
0.325386	3	2	3	58
0.326386	1	2	3	58
0.326386	1	2	3	58
0.326386	1	2	3	58
0.326386	1	2	3	58
0.326386	1	2	3	58
0.326386	1	2	3	58
0.326386	1	2	3	58
0.326386	1	2	3	58
0.326386	1	2	3	58
0.326386	3	2	3	58
0.326386	3	2	3	58
0.326386	3	2	3	58
0.326386	3	2	3	58
0.326386	3	2	3	58
0.326386	3	2	3	58
0.326386	3	2	3	58
0.326386	3	2	3	58
0.326386	3	2	3	58
0.327386	1	2	3	58
0.327386	1	2	3	58
0.327386	1	2	3	58
0.327386	1	2	3	58
0.327386	1	2	3	58
0.327386	1	2	3	58
0.327386	1	2	3	58
0.327386	1	2	3	58
0.327386	1	2	3	58
0.327386	3	2	3	58
0.327386	3	2	3	58
0.327386	3	2	3	58
0.327386	3	2	3	58
0.327386	3	2	3	58
0.327386	3	2	3	58
0.327386	3	2	3	58
0.327386	3	2	3	58
0.327386	3	2	3	58
0.328386	1	2	3	58
0.328386	1	2	3	58
0.328386	1	2	3	58
0.328386	1	2	3	58
0.328386	1	2	3	58
0.328386	1	2	3	58
0.328386	1	2	3	58
0.328386	1	2	3	58
0.328386	1	2	3	58
0.328386	3	2	3	58
0.328386	3	2	3	58
0.328386	3	2	3	58
0.328386	3	2	3	58
0.328386	3	2	3	58
0.328386	3	2	3	58
0.328386	3	2	3	58
0.328386	3	2	3	58
0.328386	3	2	3	58
0.329386	1	2	3	58
0.329386	1	2	3	58
0.329386	1	2	3	58
0.329386	1	2	3	58
0.329386	1	2	3	58
0.329386	1	2	3	58
0.329386	1	2	3	58
0.329386	1	2	3	58
0.329386	1	2	3	58
0.329386	3	2	3	58
0.329386	3	2	3	58
0.329386	3	2	3	58
0.329386	3	2	3	58
0.329386	3	2	3	58
0.329386	3	2	3	58
0.329386	3	2	3	58
0.329386	3	2	3	58
0.329386	3	2	3	58
0.330386	1	2	3	58
0.330386	1	2	3	58
0.330386	1	2	3	58
0.330386	1	2	3	58
0.330386	1	2	3	58
0.330386	1	2	3	58
0.330386	1	2	3	58
0.330386	1	2	3	58
0.330386	1	2	3	58
0.330386	3	2	3	58
0.330386	3	2	3	58
0.330386	3	2	3	58
0.330386	3	2	3	58
0.330386	3	2	3	58
0.330386	3	2	3	58
0.330386	3	2	3	58
